Broad_Category,Sub_category,Platform,Threat,Link,Description
VirWare,Virus,Linux,Alaeda,https://threats.kaspersky.com/en/threat/Virus.Linux.Alaeda/,"['Alaeda is a non-resident virus. It infects systems running Linux, and is written in Assembler. It infects ELF format files in the current directory.', 'When infecting, the virus modifies the entry point of the original file, passing control to the infection routine. It modified the file’s ELF header. Before infecting, the victim machine will be checked to see if it can be infected. The .text section of the file to be infected must be of a minimum size for malicious code to be injected.', 'The virus writes its body to the .text section; the size of the infected file will not change, making it harder to detect infection. ', 'Once the virus body has delivered its payload, control is returned to the program code. ', 'Repeat infection of an already infected file is prevented by a “!” flag placed in a reserved, unused byte which is not used by the interpreter in the ELF header at offset Fh. ', 'The following strings can be found in infected files: ']"
VirWare,Virus,Java,StrangeBrew,https://threats.kaspersky.com/en/threat/Virus.Java.StrangeBrew/,"['\n', '\nThis is the first known virus infecting Java files (classes). It was found', '\nin August 1998. It is able to replicate itself only in case the access to', '\ndisk files is allowed (the disk access Java functions are allowed), i.e.', '\nthe infected file is run as native Java application, not as an applet. The', '\nvirus is not able to replicate, if it is run under known browsers – the', '\nsystem will display a warning message and terminate the virus.', '\n', '\nWhen the virus is run as the application, it gets the possibility to call', '\ndisk access Java functions (files searching, opening, reading, writing,', '\nclosing). By using these functions the virus runs its files searching and', '\ninfection routines: it scans the current directory for not infected Java', '\nclasses and infects them. While infecting the virus opens files as binary', '\ndata files, reads headers and parses internal Java format.', '\n', '\nBefore running its infection routine the virus has to access its own code.', '\nThat is necessary to do it because the virus has to copy this code to other', '\nJava files while infecting them. The virus is not able to access its code', '\nin the memory – there are no such functions in Java language, so it scans', '\nthe current directory for its own file (host file), parses its format,', '\nscans the file for virus code and reads it.', '\n', '\nThe virus then searches for other Java classes (the files with .CLASS name', '\nextension), parses them, writes its code into the file and inserts a call', '\nto the main virus function to the main class routine.', '\n', '\nThe virus function has the Strange_Brew_Virus(), it was the reason to name', '\nthe virus “StrangeBrew”. The “Strange_Brew_Virus” string is also visible in', '\ninfected files when looking at them by any text editor.']"
VirWare,Virus,DOS,YouHaveProblem,https://threats.kaspersky.com/en/threat/Virus.DOS.YouHaveProblem/,"['\nIt is not a dangerous nonmemory resident parasitic virus. It searches for', '\n.COM-files, then writes itself to the end of the file. Depending on the', '\nsystem date and time the virus decrypts and displays the text string:', '\n']"
VirWare,Virus,DOS,Zhengxi,https://threats.kaspersky.com/en/threat/Virus.DOS.Zhengxi/,"['\nThis is a family of very dangerous, polymorphic and stealth parasitic', '\nviruses. These viruses are more than 7K of length, very complex, and maybe', '\nthe most complex DOS-viruses. These viruses infect EXE-, OBJ- and', '\nLIB-files, and append COM-droppers to ZIP, ARJ, and RAR archives. The', '\nviruses contain the internal text strings:', '\n', '\nBeing decrypted, the installation routine of the virus receives the', '\ncontrol. The virus hooks INT 1 (One Step Tracing), and traces INT 21h.', '\nWhile tracing, the virus searches for some specific code within INT 21h', '\nhandler (that code is present in DOS 5.x and DOS 6.x). If such code is found,', '\nthe virus checks several conditions, and terminates installation in some', '\ncases.', '\n', '\nThe virus terminates installation if:', '\n', '\nThe installation routine is complete, but the virus can move its code to', '\nother memory blocks (see INT 21h handler analysis). So, the TSR copy of the', '\nvirus does not occupy the same blocks of the system memory, but may move', '\nitself to other addresses, including UMB ones.', '\n', '\nThen the virus returns the control to the host program. There are three', '\ndifferent variants of such return, they depend on the infection method. In', '\ncase of COM dropper the virus only displays the message:', '\n', '\nWhile intercepting of Terminate, Stay TSR and FreeMemory functions the', '\nvirus moves its code to new address in the system memory. The virus', '\nallocates new block of the memory (that may be conventional or UMB memory', '\nblock), and copies itself into there. So, while installing the virus does', '\nnot affect UMB blocks to place its TSR copy, but then it may move itself', '\ninto UMB, and hide itself in there.', '\n', '\nWhile file opening the virus performs several different calls. First, the', '\nvirus checks the opening mode, and if the file is opened for writing, the', '\nvirus disinfects the file.', '\n', '\nBefore disinfection the virus checks the file is accessed, and the program', '\nthat accesses that file (caller). The virus compares the name of accessing', '\nprogram (caller) with the list of the names (see below), and does not', '\ndisinfect accessed file if the name of accessing program is from that list.', '\nThe file names are:', '\n', '\nWhile opening the file the virus also brings the control to stealth routine', '\n– the virus substitutes the file length with the original one.', '\n', '\nWhile reading from the file the virus calls the stealth routine.  In case', '\nof reading from header of infected file the virus reads, decrypts and', '\ncopies original header into the reading buffer.', '\n', '\nIn case of Lseek function the virus brings the control to another one', '\nstealth routine of the virus – the virus does not allow to seek out of', '\noriginal file length.', '\n', '\nWhile deleting of infected file the virus disinfects it.', '\n', '\nWhile searching for the files with FindFirst/Next calls the virus', '\nsubstitutes the file length with the original one if the file is infected.', '\n', '\nFindFist/Next ASCII calls are also used by the virus to catch the files for', '\ninfection. The virus saves the name of any file that is accessed with', '\nFindFirst function, and approximately each 5th file (with probability 3/16)', '\naccessed with FindNext function. The virus has only one buffer for the file', '\nname, so each next name overwrites previous one.', '\n', '\nWhile closing of any file the virus checks and infects the file with the', '\nname that is stored in the buffer. The virus also infects the file that is', '\nclosed, but is does it with probability 1/4 (by the result of virus’ random', '\ngenerator)', '\n', '\n', '\n', '\nFirst, the virus checks the file structure, and if it is self-extracting', '\nEXE file (created by ZIP2EXE, for example), the virus infects attached', '\narchive (ZIP, ARJ, RAR) by the method that is described below – creates COM', '\ndropper, and adds it to the contents of the archive.', '\n', '\nThen the virus checks the file length, and does not infect the files with', '\nthe length lesser than 400h (1024) bytes. If the length of the loadable', '\nmodule (note: not the file length) is larger that 32K, the virus inserts', '\nits loader into the file middle. In another case the virus infects the file', '\nby appending method.', '\n', '\nWhile infecting the files by appending method the virus reads file header,', '\nencrypts and saves it to the end of the file. Then the virus runs its', '\npolymorphic generator, and saves encrypted virus body and the polymorphic', '\nloops to the file end. To finish infection the virus increases the file', '\nlength to the value that being divided by 9Dh gives the rest 25h (to detect', '\nalready infected files, it is virus “ID” stamp), and modifies EXE header', '\nfields (registers and module length).', '\n', '\nNote: the virus encrypts the original header of the host file with the', '\npolymorphic encryption loop, and that loop is different with the routine', '\nthat is used while encrypting the virus body. I.e. the virus calls the', '\npolymorphic engine twice – while encrypting original EXE header, and while', '\nencrypting the main body.', '\n', '\nWhile executing of infected EXE file the decryption loops restores the main', '\nvirus body but not original file header. To return to the host program the', '\nvirus has to decrypt the host data, but engine generates random loops with', '\nrandom selected encryption functions. To solve that problem the virus', '\nstores initial values of random generator while encrypting the host data,', '\nand runs polymorphic generator with the same values while decrypting that', '\ndata. As the result the generator brings the same code that was used while', '\nencrypting host data, and being executed that routine decrypts it.', '\n', '\n', '\nThe virus scans the code for that “headers” and if such code is found, the', '\nvirus scans the next 54h bytes of code for RET or CALL FAR instruction to', '\nprevent overlap of next subroutine, or relocated address. If such code (RET', '\nor CALL FAR) is found, the virus exits from infection routine.', '\n', '\nThen the virus reads 54h bytes of that routine, overwrites it with code of', '\nvirus loader, then encrypts the main virus body with polymorphic engine,', '\nand saves it to the file end. Then the virus encrypts with simple SUB', '\nfunction the original code of subroutine and the second part of the loader,', '\nand saves it to the end of the file. Then the virus writes to the end of', '\nthe file the random data with the same way as while “appending” method of', '\ninfection.', '\n', '\nThat is very insidious way of infection. The code of the virus is hidden in', '\nthe file, and there is no direct entry to the virus code from the file', '\nheader. The subroutine replaced with virus loader may be “seldom-executed”', '\none. For example, the subroutine that displays the error message. So the', '\nvirus may “sleep” in such files for a long time, and then jump out and', '\ninfect the system under some limited conditions.', '\n', '\n', '\nThe name of dropper is random selected and finished with .COM extension,', '\nfor example:', '\n', '\n', '\nWhile scanning object file the virus checks the code of that file for', '\nC/Pascal subroutine “header” as well as while inserting into EXE files, and', '\ninfects the files only if that code is found. But in case of OBJ or LIB', '\nmodule the virus does not drops the code of loader into there, but', '\noverwrites the C/Pascal header with CALL instruction (E8xxxx).', '\n', '\nBeing linked into executable file that CALL brings the control to the virus', '\npolymorphic decryption loop. That loop decrypts the virus code and passes', '\nthe control to the virus installation routine.', '\n', '\nAs well as in EXE files (inserting) that CALL may never receive the', '\ncontrol, and virus may sleep for a long time. But under some conditions the', '\nvirus may jump out, and infect the system.', '\n', '\n', 'This handler realizes stealth routine on INT 25h level. While accessing', '\nto directory entries the virus substitutes the file length with original', '\nones, while reading the header of infected file the virus restores it, and', '\nbrings in original form.', '\n', '\nThe virus does not realizes 100% stealth on INT 25h level, of course. There', '\nare the ways to bypass stealth routine. But if some anti-virus program', '\nreads the file contents by INT 21h DOS functions, then reads directory', '\nstructure and then file contents by absolute INT 25h calls, the virus stays', '\nnot visible.', '\n', '\n']"
VirWare,Virus,DOS,YanShort,https://threats.kaspersky.com/en/threat/Virus.DOS.YanShort/,"['This is a non memory-resident parasitic virus. It searches for EXE files in all directories of the current disk, then writes itself to the end of the file. It contains the string “motherfucker,” and uses this string to separate the infected and uninfected files.', 'Under some conditions, the programs infected by the virus halt the system.']"
VirWare,Virus,Java,BeanHive,https://threats.kaspersky.com/en/threat/Virus.Java.BeanHive/,"['\nThe technology used in this virus has several advantages. This', '\nmulti-component way of infection allows to the virus to hide its code in', '\ninfected files: the length of files grows by small value, and after brief', '\nlook the inserted virus code seems to be harmless.', '\n', '\nThe combination starter-main also allows to virus writer(s) to “upgrade”', '\nthe virus with new versions just by replacing virus main code on their', '\nserver.', '\n', '\nIt is necessary to note, that the virus is able to replicate only under', '\nvery limited conditions. It is absolutely not able to infect the system', '\nbeing run as Java applet under any of popular Web browsers. The standard', '\nsecurity protection cancels any attempts to access disk files, or ever to', '\ndownload remote Java file.', '\n', '\nThe virus is able to spread only being run as a disk file as Java', '\napplication by using Java machine.', '\n', '\nThe virus starter is a short Java program about 40 lines of code. When it', '\ntakes control, it connects to the remote Web server, downloads main virus', '\ncode that is saved there in the BeanHive.class file and runs it as a', '\nsubroutine.', '\n', '\nThe main virus code is also divided into six parts and stored in six', '\ndifferent Java files. These files are downloaded from Web server and run in', '\ncase of need:', '\n', '\n', '\nWhile infecting the virus parses internal Java formats, writes into the', '\nfile the starter’s code as a “loadClass” subroutine and adds to file', '\nconstructor’s code the call for this subroutine: loadClass(“BeanHive”).', '\nThe passed parameter (“BeanHive”) points to the name of remote file (on the', '\nWeb server) with the main virus code.']"
VirWare,Virus,JS,Fortnight,https://threats.kaspersky.com/en/threat/Virus.JS.Fortnight/,"['\n', ' is an Internet worm that uses infected emails with hidden links to an Internet Web page from which it downloads its infected code.', '\nInfected messages contain a hidden link to a Web page containing the', '\nworm. When a user opens an infected email message the link opens and downloads the worm’s body and executes it in a hidden frame.', '\nThe worm uses the ', ' for which Microsoft released a security patch three years ago.', '\nThis allows the worm’s code to be executed on the local (victim) computer.', '\nMore information about this vulnerability and the patch for it is', '\navailable at:', '\n', '\nThe Fortnight worm uses a cookie named “TF” to mark infected computers. If this', '\ncookie is absent it changes the Internet Explorer default Web page', '\naddress to a pornographical site.', '\nNext the worm copies the default signature of Outlook Express 5.0 to the', '\nfile ', ' with the link added to its body.', '\nAll messages sent later from an infected computer contain this link.', '\nThe Fortnight worm creates 3 links in the “Favorites” folder:', '\nFortnight installs two cookies that act as infection marks.', '\nThe site that contained the worm’s body was blocked as soon as the worm', '\nappeared in the wild and is still down.', '\nThe Fortnight.f worm creates 3 links in the “Favorites” folder:']"
VirWare,Virus,HTML,Internal,https://threats.kaspersky.com/en/threat/Virus.HTML.Internal/,"['\nThis is an overwriting HTML virus written by the same author. This virus, as', '\nwell as the first one, looks for all HTML files in the current and parent', '\ndirectories and infects them. While infecting, the virus overwrites the', '\ncontents of the file.', '\nThe virus body has the text comment “HTML.Offline v0.1” as well as', '\nreference to the virus author Web page.', '\n', '\nThis is a companion version of this virus family. It scans the current', '\nand parent directories for HTML files, renames them with an HTML extension and', '\ncopies its body with the original name of the infected file. When the infection', '\nroutine exits, the virus returns the control to the original HTML code by', '\nreplacing the name of the active file.', '\nDepending on the system’s random counter, the virus displays the following MessageBox:', '\n']"
VirWare,Virus,DOS,VFSI,https://threats.kaspersky.com/en/threat/Virus.DOS.VFSI/,"['\nIt is not a dangerous nonmemory resident parasitic virus. It searches for', '\n.COM files, then writes itself to the end of the file. Depending on the', '\ncurrent time the virus decrypts and display the message:', '\n']"
VirWare,Virus,DOS,Voronezh,https://threats.kaspersky.com/en/threat/Virus.DOS.Voronezh/,"['These are memory-resident, harmless parasitic viruses. “Voronezh.600” is partly encrypted (50 bytes, XOR DDh). They hook INT 21h, and write themselves to the beginning of .COM files that are executed. “Voronezh.370” ', 'does not infect COMMAND.COM. While infecting a file, these viruses also encrypt a part of the original file code (XOR BBh).', 'The viruses do not manifest themselves in any way, and have no destructive functions. “Voronezh.600” contains the encrypted (XOR 1Ah) text:', 'This is a harmless, memory resident parasitic virus. It hooks INT 21h, and infects COM files that are executed in the same way as the “Voronezh.600” virus does. Upon being executed, the virus, with probability of 1/60, displays the following message: ', 'The virus also contains the following text written in Russian: “16.01.91, v1.00, ????? ? ???? (Chemist & ', 'Elephant.)', 'This is a dangerous, memory -esident virus. It hooks INT 21h, and infects files that are executed or opened. COM files are infected in the same way as “Voronezh.600” infects files. ', 'EXE files are infected according to quite a complex algorithm. The virus overwrites five bytes of a file’s entry point with Jmp-Virus instruction (CALL FAR Loc_Virus), and does not modify the CS:IP fields in EXE header. To fix relocated addresses, the virus reads and pathces an EXE-relocation table, and includes one more element to this table.', 'The virus has some errors: it does not analyze more than 640 elements of the relocation table; when the modified element of the relocation table points to the 5th byte of the entry, this is not supported (i.e., the word, being adjusted upon file loading, is situated on the border of the 5 bytes being modified). As such, if a file is run, the computer might halt the system.']"
VirWare,Virus,DOS,Whale,https://threats.kaspersky.com/en/threat/Virus.DOS.Whale/,"['\nThese are dangerous memory-resident encrypted parasitic stealth', '\nviruses. They infect, in a standard way, COM, EXE and OVL files whenever they', '\nare started or closed.', '\n', '\nThis virus hooks and handles 16 functions of the 21h interrupt. This virus', '\ncreates the file “C:FISH-#9.TBL,” into which it writes the hard-disk MBR and the following phrase:', '\n', '\nThe virus also contains the strings: “THE WHALE”, “5HS5IF”, “5IF5HS”. It', '\nhooks INT 9, 21h.']"
VirWare,Virus,DOS,Trickster,https://threats.kaspersky.com/en/threat/Virus.DOS.Trickster/,"['\nIt is a dangerous memory resident parasitic encrypted virus. It hooks INT', '\n21h and writes itself to the end of EXE files that are executed. Every 10th', '\ngeneration of that virus on execution erases random selected sector of the', '\nhard drive.', '\n', '\nDepending on the current timer value it also hooks INT 1Ch (timer) and', '\neither delays on any INT 1Ch call, or changes the screen underground', '\ncolors.', '\n', '\nOn February, 17th it erases FAT of C: drive and displays the message:', '\n']"
VirWare,Virus,DOS,Something,https://threats.kaspersky.com/en/threat/Virus.DOS.Something/,"['\nIt is a very dangerous memory resident parasitic virus. It hooks INT 21h', '\nand writes itself to the beginning of COM files that are executed. On the', '\n11th of any month the virus erases the C:AUTOEXEC.BAT file, and writes', '\ninto it the following commands:', '\n']"
VirWare,Virus,DOS,TakeControl,https://threats.kaspersky.com/en/threat/Virus.DOS.TakeControl/,"['\nIt is a dangerous memory resident parasitic polymorphic virus. It', '\nwrites itself to the end of EXE files and the COMMAND.COM file. Then an', '\ninfected EXE file is executed, the virus infects C:COMMAND.COM and', '\nC:DOSCOMMAND.COM files, if they exist. Then the virus returns the control', '\nto host EXE program. The virus does not warry about internal COMMAND.COM', '\nformat and corrupts that file, if it has EXE internal format (Win95', '\nCOMMAND.COM).', '\n', '\nWhen an infected COMMAND.COM is executed, the virus hooks INT 21h, stays', '\nmemory resident and infects EXE files that are executed.', '\n', '\nThe virus leaves in memory just a half of its code – about 2.8Kb, while', '\ninfecting a file the virus reads its complete code from the C:COMMAND.COM', '\nfile, and then writes this code to EXE files.', '\n', '\nThe virus checks the file names and does not infect the files from the', '\nstring (four bytes per name – 3P.E*, AHEL*.*, ALIK*.*, APPE*.* and so on):', '\n']"
VirWare,Virus,DOS,Time,https://threats.kaspersky.com/en/threat/Virus.DOS.Time/,"['These are memory resident not dangerous viruses. They hook INT 1Ch, 21h and', 'write themselves to the end of .EXE files that are executed. Approximately', 'once per hour they beep by the PC speaker.']"
VirWare,Virus,DOS,StealthBomber,https://threats.kaspersky.com/en/threat/Virus.DOS.StealthBomber/,"['\nIt is not a dangerous memory resident encrypted parasitic virus. It traces', '\nand hooks INT 21h – the virus overwrites the code of original INT 21h', '\nhandler with 10 bytes of routine that passes the control to the virus body.', '\nOn INT 21h calls the virus restores patched code, and then patches it', '\nagain. To do that the virus also hooks INT 1, 1Ch, 20h.', '\n', '\nThe virus and writes itself to the beginning of .COM-files that are', '\naccessed. On 31st od August the virus displays the message:', '\n']"
VirWare,Virus,DOS,TheRat,https://threats.kaspersky.com/en/threat/Virus.DOS.TheRat/,"['\nThis is a harmless memory resident parasitic virus. Being executed it', '\ncopies itself into the DOS stack area, hooks INT 21h, then it writes itself', '\ninto the header of EXE files that are opened or executed. The virus', '\ncontains the string:', '\n']"
VirWare,Virus,DOS,Ultimation,https://threats.kaspersky.com/en/threat/Virus.DOS.Ultimation/,"['\nIt’s a not dangerous not memory resident companion virus. It', '\nsearches for *.EXE file, renames it to “_*.EXE”, and writes itself instead', '\nof this file. On execution this virus infects the first not infected', '\nEXE-file and executes the original file. It is compiled by Turbo C compiler', '\nand contains the internal text strings:', '\n']"
VirWare,Virus,DOS,Sylvia,https://threats.kaspersky.com/en/threat/Virus.DOS.Sylvia/,"['These are harmless nonmemory resident parasitic viruses. They search for', '.COM files (except COMMAND.COM, IBMIO.COM, IBMDOS.COM) in the current', 'directory of the current and C:drives, then infect not more than 5 files.', 'They write themselves to the beginning of the file.', 'If one corrects the text in the virus (see bellow), they halt the system,', 'then decrypt and display the message:', 'There is the following text at the virus beginning:']"
VirWare,Virus,DOS,Storyteller,https://threats.kaspersky.com/en/threat/Virus.DOS.Storyteller/,"['\nIt is not a dangerous memory resident parasitic encrypted virus. It hooks', '\nINT 8, 21h and writes itself to the end of .EXE files that are executed.', '\nDepending on its internal counters it displays the text:', '\n']"
VirWare,Virus,DOS,Sinep,https://threats.kaspersky.com/en/threat/Virus.DOS.Sinep/,"['\nIt is a harmless memory resident parasitic virus. It hooks INT 21h and', '\nwrites itself to the end of COM files. It contains an ID-string that is a', '\nwritten backward rude word in Russian.']"
VirWare,Virus,DOS,Sentinel,https://threats.kaspersky.com/en/threat/Virus.DOS.Sentinel/,"['\nThese are harmless(?) memory resident parasitic viruses. They hook INT 21h', '\nand write themselves to the end of COM, EXE and OVL files that are', '\nexecuted, opened or renamed. These infectors were written in Pascal', '\nlanguage. They contain the encrypted text:', '\n']"
VirWare,Virus,DOS,Retribution,https://threats.kaspersky.com/en/threat/Virus.DOS.Retribution/,"['\nIt is not a dangerous memory resident parasitic virus. It hooks INT 8 21h', '\nand writes itself to the beginning of COM files that are accessed.', '\nSometimes it launches the running ball like “Ping-Pong” virus', '\ndoes. This virus also contains the texts:', '\n']"
VirWare,Virus,DOS,Sampo,https://threats.kaspersky.com/en/threat/Virus.DOS.Sampo/,"['\nThis is a benign memory resident boot virus. It hooks INT 9 and 13h and', '\nwrites itself into the MBR of the hard drive and floppy boot sectors. It intercepts when Alt-Ctrl-Del are clicked on, emulates rebooting and stays memory resident. In', '\nsome cases, it drops the “Telefonica.3700” boot virus. On November 30, it', '\nhooks INT 8 also, and displays the following message:', '\n']"
VirWare,Virus,DOS,Phantom1,https://threats.kaspersky.com/en/threat/Virus.DOS.Phantom1/,"['\nIt is not a dangerous memory resident parasitic polymorphic virus.', '\nIt hooks INT 1Ch, 21h and writes itself to the end of COM and EXE files', '\nthat are executed or opened. If there is long period of keyboard inactivity', '\nthis virus draws the picture of death’s head with the text “PHANTOM 1” and', '\ndisplays the message:', '\n']"
VirWare,Virus,DOS,Phx,https://threats.kaspersky.com/en/threat/Virus.DOS.Phx/,"['\nThese are very dangerous memory resident parasitic viruses. They hook INT', '\n21h and write themselves to the end of COM and EXE files. Several of the', '\nviruses contain the text “PHX”.', '\n', '\n“Phx.823,1015” hook the INT 21h function Open (AX=3D02h) and check the code', '\nof program which performs that call. The viruses compares that code with', '\nthe list of specified masks, and if that code is in the list, “Phx.823”', '\nvirus resets computer, “Phx.1015” corrupts the data while writing to', '\nthe files.', '\n', '\n“Phx.965,1289,1336” in some cases change one byte of information while', '\nwriting to disk file.']"
VirWare,Virus,DOS,Promis,https://threats.kaspersky.com/en/threat/Virus.DOS.Promis/,"['\nThis is a dangerous memory resident polymorphic virus. It writes', '\nitself to the end of COM and EXE files. It hooks INT 21h and infects the', '\nfiles that are executed or opened. The virus does not infect files:  SC*,', '\nTB*, WI*, PE*, TH*, VI*, CH*, PR*', '\n', '\nThe virus deletes anti-virus CRC database files and other programs with', '\nnames: ANTI-VIR.DAT, CHKLIST .MS, CHKLIST.MS, THIMAGEN.ARC, ACUARIO.SEX,', '\nTH.RPT.', '\n', '\nThe virus contains never used text:', '\n']"
VirWare,Virus,DOS,Saturday14,https://threats.kaspersky.com/en/threat/Virus.DOS.Saturday14/,"['\nThis is a very dangerous memory resident parasitic virus. It hooks INT 21h', '\nand writes itself to the end of COM and EXE files that are executed. The', '\nvirus writes the 17 bytes of size Jmp-Virus routine to the beginning of', '\nCOM files. On Saturday, 14th of any month the virus erases some sectors of', '\nthe C: drive.']"
VirWare,Virus,DOS,PrintMonster,https://threats.kaspersky.com/en/threat/Virus.DOS.PrintMonster/,"['\nIt is a dangerous nonmemory resident parasitic virus. It searches for', '\nCOM files of the current directory, then it writes itself to the end of the', '\nfile. Sometimes it leaves a small TSR program that hooks INT 17h and', '\nchanges the letters that are printed. The virus contains the text string:', '\n']"
VirWare,Virus,DOS,Printerceptor,https://threats.kaspersky.com/en/threat/Virus.DOS.Printerceptor/,"['\nIt’s a dangerous memory resident multipartite companion virus. It', '\nhooks INT 21h and on execution of .EXE-files it creates companion', '\n.COM-files. On selection of a new disk it overwrites boot sector of A:', '\ndrive with trojan program and saves itself at the last sectors of A: drive.', '\nOn loading from that drive the trojan programs scans disk sectors for', '\nEXE-files and overwrites them by this virus (code which is stored at the', '\nlast disks sectors). Two months after infection this virus disables calls', '\nto printer (sets INT 17h to IRET instruction). This virus contains the', '\ninternal text string:', '\n']"
VirWare,Virus,DOS,Phantasmagoria,https://threats.kaspersky.com/en/threat/Virus.DOS.Phantasmagoria/,"['\nIt is not a dangerous nonmemory resident parasitic virus. It searches for', '\n.COM files of the current directory and writes itself to the end of the', '\nfile. Before return to the host program it decrypts and displays the', '\nmessage:', '\n']"
VirWare,Virus,DOS,Onkogen,https://threats.kaspersky.com/en/threat/Virus.DOS.Onkogen/,"['This is a memory resident harmless virus which infects COM and EXE files by standard manner. It infects the memory only if the INT 13h vector points to memory area with address lesser than address of the first MCB. The virus changes the first 5 bytes into INT 13h, 21h, 22h handlers to instruction FAR JMP to virus body. It contains the string “CHEEBA Makes Ya High Harmlessly F**K THE LAMERS”. It also contains the area of a code which is decrypted and executed only while some file is opened. The name of this file is the key of decryption.']"
VirWare,Virus,DOS,Nothing,https://threats.kaspersky.com/en/threat/Virus.DOS.Nothing/,"['\nThis is a dangerous memory resident parasitic virus. It copies itself to', '\nthe system memory at the address 9800:xxxx and does not fix MCB list, that', '\nmay halt PC. Then it hooks INT 21h and writes itself to the end of', '\n.COM files that are opened.']"
VirWare,Virus,DOS,NightKnight,https://threats.kaspersky.com/en/threat/Virus.DOS.NightKnight/,"['\nIt is a dangerous memory resident parasitic stealth virus. It', '\nhooks INT 20h, 21h, 27h, 28h, 2Ah, 2Fh and writes itself to the end of COM', '\nand EXE files that are accessed. Depending on the system date it deletes', '\nthe files instead of infecting them. It contains the text string:', '\n']"
VirWare,Virus,DOS,MrTwister,https://threats.kaspersky.com/en/threat/Virus.DOS.MrTwister/,"['\nThey are very dangerous nonmemory resident overwriting viruses. The ask end', '\nuser to press the digital key and then search for the files and overwrite', '\nthem. These viruses contain/display the strings:', '\n', '\n“MrTwister.12288”', '\n']"
VirWare,Virus,DOS,Morse,https://threats.kaspersky.com/en/threat/Virus.DOS.Morse/,"['It is not a dangerous memory resident parasitic virus. It hooks INT 1Ch,', '21h and writes itself to the end of .EXE files. The virus manifest itself', 'with a Morse beeping.']"
VirWare,Virus,DOS,LoadError,https://threats.kaspersky.com/en/threat/Virus.DOS.LoadError/,"['\nIt is a dangerous memory resident parasitic virus. It hooks INT 21h and', '\nwrites itself to the beginning of .COM files that are executed. When an', '\n.EXE file is executed, the virus infects COMMAND.COM file. In some cases it', '\ndisplays the message “load error” while installing itself into the memory.']"
VirWare,Virus,DOS,Moctezuma,https://threats.kaspersky.com/en/threat/Virus.DOS.Moctezuma/,"['This is a memory resident dangerous polymorphic virus. It hooks INT 8, 13h, 21h and infects COM and EXE files that are executed. It writes itself to the end of EXE files and to the beginning of COM files.', 'This virus contains the text:', 'Sometimes it exchanges the bytes in the disk sectors.']"
VirWare,Virus,DOS,Necropolis,https://threats.kaspersky.com/en/threat/Virus.DOS.Necropolis/,"['\nThis is a dangerous memory resident stealth parasitic virus.  It', '\ntraces INT 13h, 21h, hooks INT 21h and then writes itself to the beginning', '\nof COM files and to the middle of EXE files (between the header of EXE file', '\nand the module body) when these files are accessed:', '\n']"
VirWare,Virus,DOS,Lehigh,https://threats.kaspersky.com/en/threat/Virus.DOS.Lehigh/,"['\nThis is a very dangerous memory resident parasitic virus. It hooks INT 21h', '\nand writes itself into the middle of COMMAND.COM when it is executed, or', '\naccessed with DOS function FindFirst (AH=4Eh).', '\n', '\nThe virus is located in COMMAND.COM stack area and does not increase the', '\nfile length. The virus changes the 2nd and 3d bytes of the file (JMP', '\nLoc_Virus).', '\n', '\nThe body of the virus contains a counter that increments by 1 on every', '\nsuccessful infection of next COMMAND.COM file. The counter is saved on disk', '\nonly when infected COMMAND.COM has been run from the hard disk. Otherwise', '\nthe counter state is zeroed on every reboot of DOS. When the counter reaches', '\n4, the virus erases the first 32 logical sectors of the disk which it has', '\nbeen run from.']"
VirWare,Virus,DOS,Minimax,https://threats.kaspersky.com/en/threat/Virus.DOS.Minimax/,"['\nIt is a harmless nonmemory resident parasitic virus. It searches for', '\n.COM files of the current directory and infects them. The feature of this', '\nvirus consist of the algorithm of the infection: the virus does not append', '\nto the end of the file, but reads the file contents into the virus body:', '\n', '\nBeing executed the infected file searches for not infected .COM file,', '\ninfects it, then it copies the host file body to the normal position, and', '\njumps to the code of the file.']"
VirWare,Virus,DOS,Simulation,https://threats.kaspersky.com/en/threat/Virus.DOS.Simulation/,"['\nIt is not a dangerous nonmemory resident parasitic polymorphic', '\nvirus. It searches for .COM files and writes itself to the end of the file.', '\nSometimes it display one of the messages, then halts the computer:', '\n']"
VirWare,Virus,DOS,Laufwerk,https://threats.kaspersky.com/en/threat/Virus.DOS.Laufwerk/,"['\nIt is a harmless nonmemory resident companion virus. It searches for', '\n.EXE files of the subdirectory tree of a random selected disk, renames the', '\nfile that is found to the random selected name, and writes itself instead', '\nof original file.', '\n', '\nBeing executed the virus searches for the files and infects them, then it', '\nexecutes the host file that was renamed. This virus contains the text', '\nstrings:', '\n']"
VirWare,Virus,DOS,Kontragapi,https://threats.kaspersky.com/en/threat/Virus.DOS.Kontragapi/,"['\nIt is a dangerous memory resident polymorphic parasitic virus. The', '\nvirus does work only if system date’s year is 1998, otherwise the virus', '\ndoes not install itself into the system memory. While installing the virus', '\nhooks INT 21h and writes itself to the end of COM files that are accessed.', '\nThe virus corrupts several anti-virus programs: if filename begins with F-,', '\nTB, AV, VIR, SCAN, KILL (F-PROT, TBAV, AVP etc), the virus writes to the', '\nfile header a small program that displays the message:', '\n']"
